...1,date,audience,creative_family,creative_version,platform,ad_format,campaign_traffic,total_sessions,total_bounces,total_duration,days_away,latest_report
9222,2022-07-18,1,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,105,0
9223,2022-10-20,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,55,0,1964.99999999998,11,1
9224,2022-09-08,1,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,1,0,0,53,0
9225,2022-05-03,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0,181,0
9226,2022-08-18,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,74,0
9227,2022-09-28,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,19,19,0,33,0
9228,2022-07-03,3,CloserTwins,Faster,Domain Display,NA,Campaign,2,0,0,120,0
9229,2022-10-13,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,53,0,0,18,0
9230,2022-06-24,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,2,0,0,129,0
9231,2022-08-27,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,482,65,0
9232,2022-09-16,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,45,0,0,45,0
9233,2022-07-04,3,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,119,0
9234,2022-04-25,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,39,189,0
9235,2022-09-28,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,4,0,0,33,0
9236,2022-07-22,NA,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,1783,101,0
9237,2022-08-23,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,69,0
9238,2022-06-16,NA,(not set),NA,NA,NA,General traffic,3704,521,1324571.99999999,137,0
9239,2022-04-12,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,7,0,0,202,0
9240,2022-05-02,NA,(not set),NA,NA,NA,General traffic,1694,3,155128.999999999,182,0
9241,2022-04-26,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,188,0
9242,2022-07-29,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0,94,0
9243,2022-09-05,1,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,56,0
9244,2022-05-08,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,7,0,0,176,0
9245,2022-08-13,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,12.9999999999999,79,0
9246,2022-07-16,4,CloserTwins,Faster,Domain Display,NA,Campaign,3,0,0,107,0
9247,2022-08-26,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,6,0,1338,66,0
9248,2022-05-10,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,174,0
9249,2022-07-05,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,10,0,0,118,0
9250,2022-08-17,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,75,0
9251,2022-08-23,NA,(not set),NA,NA,NA,General traffic,2556,355,1009115.99999999,69,0
9252,2022-10-11,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,0,20,0
9253,2022-10-23,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,8,1
9254,2022-06-16,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,0,137,0
9255,2022-05-26,5,CloserTwins,interactive,Domain Display,NA,Campaign,1,0,0,158,0
9256,2022-08-21,3,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,0,71,0
9257,2022-10-02,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,29,0
9258,2022-09-05,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0,56,0
9259,2022-08-11,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,6,0,0,81,0
9260,2022-05-07,NA,(not set),NA,NA,NA,General traffic,142,1,6613.99999999999,177,0
9261,2022-07-07,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,4,0,24,116,0
9262,2022-04-20,1,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,194,0
9263,2022-08-28,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,5,5,0,64,0
9264,2022-06-12,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,3,0,0,141,0
9265,2022-06-15,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,4,0,0,138,0
9266,2022-09-04,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,36,57,0
9267,2022-06-01,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,152,0
9268,2022-09-26,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,35,0
9269,2022-06-25,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,128,0
9270,2022-06-24,1,CloserTwins,Faceoff1,Facebook,Video,Campaign,1,0,8,129,0
9271,2022-08-25,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,4,0,0,67,0
9272,2022-04-21,4,CloserTwins,MoreLoans,LinkedIn,Video,Campaign,1,0,0,193,0
9273,2022-09-17,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,44,0
9274,2022-06-03,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,2,0,0,150,0
9275,2022-05-31,NA,newsletter,300x250,NA,NA,General traffic,1,0,0,153,0
9276,2022-04-25,3,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0,189,0
9277,2022-06-07,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,0,146,0
9278,2022-06-24,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,3,0,0,129,0
9279,2022-04-14,NA,(not set),NA,NA,NA,General traffic,2385,148,180258.999999999,200,0
9280,2022-09-30,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,0,31,0
9281,2022-09-15,4,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,46,0
9282,2022-10-04,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,32,0,0,27,0
9283,2022-10-13,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,55,0,0,18,0
9284,2022-10-14,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,8,0,0,17,0
9285,2022-05-22,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,162,0
9286,2022-05-24,NA,(not set),NA,NA,NA,General traffic,5220,571,1552362.99999999,160,0
9287,2022-08-24,5,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,2,0,0,68,0
9288,2022-08-18,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,1,0,0,74,0
9289,2022-06-05,6,Trade Media Ads,ROS1,Trade Media,Housingwire,Campaign,1,0,0,148,0
9290,2022-07-21,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,9,0,1063,102,0
9291,2022-09-27,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,4,0,0,34,0
9292,2022-09-01,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,7,0,0,60,0
9293,2022-10-09,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,2,0,0,22,0
9294,2022-08-07,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,85,0
9295,2022-08-11,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,81,0
9296,2022-09-21,5,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,40,0
9297,2022-07-15,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0,108,0
9298,2022-06-23,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,5,0,0,130,0
9299,2022-07-16,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,107,0
9300,2022-04-29,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,185,0
9301,2022-05-06,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,5,0,0,178,0
9302,2022-08-21,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,11,0,941,71,0
9303,2022-06-19,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,7,0,0,134,0
9304,2022-08-29,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,7,0,0,63,0
9305,2022-06-30,2,CloserTwins,ShapeUp,Facebook,Video,Campaign,1,0,0,123,0
9306,2022-08-25,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,16,67,0
9307,2022-08-09,3,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,83,0
9308,2022-05-30,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,154,0
9309,2022-07-12,4,CloseFaster,FasterAll,User ID Display,NA,Campaign,5,0,0,111,0
9310,2022-06-20,3,CloserTwins,MoreLoans,Facebook,Video,Campaign,1,0,0,133,0
9311,2022-10-29,NA,(not set),NA,NA,NA,General traffic,396,73,59813.9999999999,2,1
9312,2022-10-18,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,13,1
9313,2022-08-10,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,82,0
9314,2022-04-29,6,SEM Ads,NA,Google SEM,CPC,Campaign,112,0,12732.9999999999,185,0
9315,2022-07-10,NA,CloserTwins,Faceoff,Domain Display,NA,Campaign,1,0,0,113,0
9316,2022-05-07,3,UnfairAdvantage,NoDTI,Facebook,Single image,Campaign,2,0,0,177,0
9317,2022-07-13,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,110,0
9318,2022-07-09,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,114,0
9319,2022-07-01,2,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,122,0
9320,2022-10-22,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,64,0,4782,9,1
9321,2022-06-18,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,7,0,4.99999999999998,135,0
9322,2022-10-17,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,7,0,12,14,0
9323,2022-10-26,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,68,0,3864.99999999999,5,1
9324,2022-10-14,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,2,0,0,17,0
9325,2022-10-25,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,3,0,0,6,1
9326,2022-09-06,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,1,0,0,55,0
9327,2022-07-12,3,UnfairAdvantage,one_page,Facebook,Single image,Campaign,1,0,0,111,0
9328,2022-05-04,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,4,0,0,180,0
9329,2022-09-07,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,8,0,0,54,0
9330,2022-05-13,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,33,171,0
9331,2022-06-19,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,2,0,0,134,0
9332,2022-09-08,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,53,0
9333,2022-10-28,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,49,0,107.999999999999,3,1
9334,2022-07-08,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,115,0
9335,2022-05-17,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,167,0
9336,2022-07-07,2,CloserTwins,Cutdown1B,Facebook,Video,Campaign,1,0,0,116,0
9337,2022-10-12,4,UnfairAdvantage,1099,User ID Display,NA,Campaign,65,0,0,19,0
9338,2022-04-25,4,CloserTwins,Faceoff,Domain Display,NA,Campaign,2,0,0,189,0
9339,2022-05-18,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,166,0
9340,2022-04-13,6,CloserTwins,OTT_15,OTT,Video,Campaign,3,0,0,201,0
9341,2022-04-22,2,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,192,0
9342,2022-07-14,4,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,2,0,0,109,0
9343,2022-08-10,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0,82,0
9344,2022-09-23,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,9,0,224.999999999999,38,0
9345,2022-10-26,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,17,0,1967,5,1
9346,2022-10-06,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,2,0,0,25,0
9347,2022-07-08,1,UnfairAdvantage,1099,Facebook,Single image,Campaign,1,0,0,115,0
9348,2022-08-06,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,0,86,0
9349,2022-08-15,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,13,0,0,77,0
9350,2022-06-08,1,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,145,0
9351,2022-05-24,1,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,160,0
9352,2022-10-27,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,4,1
9353,2022-07-30,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,93,0
9354,2022-08-22,3,CloseFaster,FasterAll,User ID Display,NA,Campaign,9,0,0,70,0
9355,2022-07-06,3,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,83,117,0
9356,2022-06-21,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,3,0,0,132,0
9357,2022-08-12,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,5,0,1382,80,0
9358,2022-08-17,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,10,0,160,75,0
9359,2022-10-17,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,11,0,0,14,0
9360,2022-09-07,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,35,0,0,54,0
9361,2022-05-24,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,3,0,30.9999999999999,160,0
9362,2022-07-09,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0,114,0
9363,2022-04-21,1,CloseFaster,FasterAll,Domain Display,NA,Campaign,3,0,0,193,0
9364,2022-06-08,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,88,0,2,145,0
9365,2022-07-12,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,111,0
9366,2022-08-10,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,480,82,0
9367,2022-04-25,3,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,3,0,0,189,0
9368,2022-08-09,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0,83,0
9369,2022-06-23,2,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,1,0,0,130,0
9370,2022-08-07,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,4,0,0,85,0
9371,2022-10-12,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,47,0,0,19,0
9372,2022-08-15,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,77,0
9373,2022-09-08,3,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,53,0
9374,2022-07-07,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,0,116,0
9375,2022-04-13,NA,CompetitiveOpportunity,Theycancelweclose,LinkedIn,Single image,Campaign,1,0,0,201,0
9376,2022-08-08,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,6,0,0,84,0
9377,2022-07-19,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,3,0,0,104,0
9379,2022-06-08,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,2,0,0,145,0
9380,2022-07-04,3,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,119,0
9381,2022-10-21,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,20,0,0,10,1
9382,2022-05-12,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,172,0
9383,2022-05-23,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,14,0,319,161,0
9384,2022-09-25,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,15,0,0,36,0
9385,2022-07-25,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,4,0,867.999999999998,98,0
9386,2022-05-18,4,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,166,0
9387,2022-06-01,4,CloseFaster,MoreAll,Domain Display,NA,Campaign,1,0,12,152,0
9388,2022-06-07,1,UnfairAdvantage,one_page,Facebook,Single image,Campaign,1,0,37,146,0
9389,2022-06-06,4,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,147,0
9390,2022-08-28,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,5,0,0,64,0
9391,2022-09-24,4,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,1,0,0,37,0
9392,2022-10-28,4,UnfairAdvantage,NoDTI,Domain Display,NA,Campaign,17,0,97.9999999999999,3,1
9393,2022-09-11,3,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,50,0
9394,2022-08-31,4,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,1,0,0,61,0
9395,2022-09-08,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,3,0,0,53,0
9396,2022-10-24,1,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,20,0,0,7,1
9397,2022-05-21,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,10,0,0,163,0
9398,2022-10-16,5,CloseFaster,FasterReg,User ID Display,NA,Campaign,22,21,1001.99999999999,15,0
9399,2022-05-19,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,165,0
9400,2022-05-11,2,CloserTwins,Paperwork,LinkedIn,Video,Campaign,1,0,0,173,0
9401,2022-08-14,2,CloserTwins,Cutdown1A,Facebook,Video,Campaign,1,0,0,78,0
9402,2022-09-22,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,39,0
9403,2022-06-15,4,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,9,0,0,138,0
9404,2022-04-17,6,CompetitiveOpportunity,Cancelingyourlock,Domain Display,Single image,Campaign,3,0,0,197,0
9405,2022-04-27,5,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,187,0
9406,2022-07-26,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,6,0,0,97,0
9407,2022-06-26,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,2,0,0,127,0
9408,2022-08-04,5,CloseFaster,MoreNoReg,User ID Display,NA,Campaign,1,0,0,88,0
9409,2022-05-05,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,179,0
9410,2022-08-02,2,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0,90,0
9411,2022-06-01,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,152,0
9412,2022-06-22,6,CloserTwins,RTB,Trade Media,Inside_mortgage_finance_newsletter,Campaign,13,0,1288.99999999999,131,0
9413,2022-07-04,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,5,0,0,119,0
9414,2022-09-08,1,UnfairAdvantage,one_page,User ID Display,NA,Campaign,29,0,0,53,0
9415,2022-07-22,1,CloserTwins,Cutdown1B,Domain Display,Video,Campaign,2,0,0,101,0
9416,2022-08-06,3,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,0,86,0
9417,2022-06-10,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,17,0,0,143,0
9418,2022-09-10,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,8,0,0,51,0
9419,2022-07-22,4,CloseFaster,3steps,LinkedIn,Single image,Campaign,1,0,0,101,0
9420,2022-07-31,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,92,0
9421,2022-07-08,5,UnfairAdvantage,NoDTI,Domain Display,Single image,Campaign,7,0,165.999999999999,115,0
9422,2022-10-02,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,2,0,0,29,0
9423,2022-05-05,6,Trade Media Ads,728x90,Trade Media,National_mortgage_news,Campaign,1,0,8,179,0
9424,2022-08-02,1,CloserTwins,Faceoff2,Facebook,Video,Campaign,1,0,0,90,0
9425,2022-10-10,5,CloseFaster,MoreAll,Domain Display,NA,Campaign,5,0,0,21,0
9426,2022-10-25,4,UnfairAdvantage,1099,Domain Display,Single image,Campaign,12,0,36,6,1
9427,2022-08-02,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,8,0,0,90,0
9428,2022-08-10,1,CloserTwins,Paperwork,Facebook,Video,Campaign,1,0,0,82,0
9429,2022-09-22,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,7,0,0,39,0
9430,2022-05-05,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,179,0
9431,2022-10-24,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,9,0,1389.99999999999,7,1
9432,2022-09-28,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,2,0,0,33,0
9433,2022-05-10,3,UnfairAdvantage,1099,Domain Display,Single image,Campaign,1,0,0,174,0
9434,2022-09-15,4,CloserTwins,MoreLoansAll,Domain Display,NA,Campaign,1,0,0,46,0
9435,2022-10-04,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,36,0,0,27,0
9436,2022-07-06,3,CloserTwins,Namaste,Facebook,Video,Campaign,1,0,0,117,0
9437,2022-09-02,4,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,2,0,0,59,0
9438,2022-10-23,3,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,15,0,0,8,1
9439,2022-08-10,1,CloseFaster,MoreAll,User ID Display,NA,Campaign,4,0,0,82,0
9440,2022-07-04,5,CloserTwins,Competitors,Domain Display,NA,Campaign,1,0,7,119,0
9441,2022-10-10,4,CloserTwins,Competitors,Domain Display,NA,Campaign,2,0,0,21,0
9442,2022-05-20,4,CloserTwins,Cutdown1A,LinkedIn,Video,Campaign,1,0,0,164,0
9443,2022-09-30,5,UnfairAdvantage,1099,Domain Display,Single image,Campaign,7,0,0,31,0
9444,2022-09-21,3,UnfairAdvantage,one_page,Domain Display,NA,Campaign,2,0,0,40,0
9445,2022-07-02,3,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,121,0
9446,2022-07-18,1,CloserTwins,CloseMore,Domain Display,NA,Campaign,1,0,0,105,0
9447,2022-09-20,NA,(not set),NA,NA,NA,General traffic,2923,406,1237510.99999999,41,0
9448,2022-06-11,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,7,0,2485,142,0
9449,2022-09-05,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,56,0
9450,2022-06-24,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,2601,129,0
9451,2022-10-31,6,SEM Ads,Change Wholesale,Google SEM,CPC,Campaign,116,0,11944.9999999999,0,1
9452,2022-04-19,6,CloserTwins,OTT_15,OTT,Video,Campaign,6,0,13.9999999999999,195,0
9453,2022-07-27,3,CloserTwins,Cutdown1A,Facebook,Video,Campaign,3,0,0,96,0
9454,2022-10-15,4,UnfairAdvantage,NoDTI,User ID Display,NA,Campaign,11,0,0,16,0
9455,2022-10-20,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,11,1
9456,2022-08-08,1,CloserTwins,Cutdown1A,Domain Display,Video,Campaign,1,0,0,84,0
9457,2022-09-27,4,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,3,0,0,34,0
9458,2022-10-14,4,UnfairAdvantage,1099,User ID Display,Single image,Campaign,5,0,0,17,0
9459,2022-08-30,NA,(not set),NA,NA,NA,General traffic,3100,384,1075972.99999999,62,0
9460,2022-09-29,2,CloseFaster,FasterAll,User ID Display,NA,Campaign,9,0,0,32,0
9461,2022-08-06,5,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,1,0,0,86,0
9462,2022-06-14,4,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,139,0
9463,2022-10-11,5,CloserTwins,Faceoff,Domain Display,NA,Campaign,5,0,0,20,0
9464,2022-10-17,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,101,0,3052.99999999999,14,0
9465,2022-10-31,4,UnfairAdvantage,1099,Domain Display,NA,Campaign,56,0,478.999999999998,0,1
9466,2022-08-09,4,CloseFaster,NoDTI,LinkedIn,Single image,Campaign,4,0,0,83,0
9467,2022-06-11,6,Trade Media Ads,300x250,Trade Media,National_mortgage_news,Campaign,2,0,97,142,0
9468,2022-10-17,5,UnfairAdvantage,one_page,Domain Display,NA,Campaign,49,0,5135.99999999997,14,0
9469,2022-06-13,5,CloseFaster,FasterAll,Domain Display,NA,Campaign,2,0,0,140,0
9470,2022-10-01,5,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,3,0,0,30,0
9471,2022-07-30,NA,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,1,0,16,93,0
9472,2022-05-27,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,15,0,203,157,0
9473,2022-09-21,2,UnfairAdvantage,All,LinkedIn,Carousel,Campaign,1,0,0,40,0
9474,2022-04-22,6,Trade Media Ads,Rate Lock,Trade Media,Scotsman,Campaign,11,0,2556,192,0
9475,2022-07-22,1,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,1,0,0,101,0
9476,2022-07-30,1,UnfairAdvantage,1099,User ID Display,Single image,Campaign,11,0,0,93,0
9477,2022-07-11,5,UnfairAdvantage,1099,LinkedIn,Single image,Campaign,2,0,0,112,0
9478,2022-07-02,5,CloserTwins,EarlyBird,LinkedIn,Single image,Campaign,2,0,0,121,0
9479,2022-04-22,6,CloserTwins,OTT_30,OTT,Video,Campaign,8,0,22,192,0
9480,2022-09-02,4,CloseFaster,MoreAll,User ID Display,NA,Campaign,3,0,318,59,0
9481,2022-10-17,2,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,7,0,0,14,0
9482,2022-06-29,6,Trade Media Ads,NA,Trade Media,Chrisman,General traffic,7,0,2595,124,0
9483,2022-05-09,1,CloseFaster,3steps,LinkedIn,Single image,Campaign,2,0,0,175,0
9484,2022-07-31,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,3,0,0,92,0
9485,2022-09-21,NA,(not set),NA,NA,NA,General traffic,2934,383,1165563.99999999,40,0
9486,2022-06-09,4,CloseFaster,FasterAll,Domain Display,NA,Campaign,1,0,0,144,0
9487,2022-08-12,4,UnfairAdvantage,NoDTI,User ID Display,Single image,Campaign,4,0,0,80,0
9488,2022-09-29,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,0,32,0
9489,2022-10-29,4,UnfairAdvantage,one_page,User ID Display,NA,Campaign,18,0,0,2,1
9490,2022-08-30,6,SEM Ads,Close More. Close Faster.,Google SEM,CPC,Campaign,1,0,31,62,0
9491,2022-09-07,3,CloserTwins,MoreLoansAll,User ID Display,NA,Campaign,42,0,0,54,0
9492,2022-09-10,5,UnfairAdvantage,one_page,LinkedIn,Single image,Campaign,1,0,0,51,0
9493,2022-05-08,5,UnfairAdvantage,NoDTI,LinkedIn,Single image,Campaign,3,0,0,176,0
9494,2022-06-04,5,UnfairAdvantage,Animated,Domain Display,Animated,Campaign,5,0,286,149,0
